128 .00289400000000000000 2136862 6868 .00177600000000000000 268508 6863
384 .08447440000000000000 57630294 56117 .04593380000000000000 7117653 56109
640 .47846920000000000000 266790620 154519 .21938980000000000000 32874069 154509
896 1.84418210000000000000 732047066 302071 .62773870000000000000 90120540 302063
1152 8.05593270000000000000 1555858529 498767 1.33881290000000000000 191439964 498767
1408 20.78789070000000000000 2840629599 744623 2.42611110000000000000 349415260 744623
1664 41.16479230000000000000 4688857646 1039631 4.84568390000000000000 578567900 1039631
1920 54.90689560000000000000 7202909112 1383791 6.53434390000000000000 906155356 1383791
2176 81.22901160000000000000 11642799384 1777103 9.62497890000000000000 1939450972 1777103
