1024 0.008059 0.001085
1024 0.007984 0.000933
1024 0.008600 0.001014
1024 0.008078 0.000989
1024 0.008123 0.000966
1024 0.007615 0.000982
1024 0.007642 0.001128
1024 0.007818 0.000971
1024 0.007711 0.001124
1024 0.007836 0.000995
2048 0.039743 0.003992
2048 0.040089 0.003722
2048 0.040256 0.004247
2048 0.043068 0.004033
2048 0.040426 0.004095
2048 0.042854 0.003758
2048 0.042628 0.004095
2048 0.042354 0.004139
2048 0.042384 0.003986
2048 0.043012 0.004223
3072 0.106176 0.009409
3072 0.103802 0.009243
3072 0.111434 0.009372
3072 0.093969 0.009204
3072 0.095405 0.008828
3072 0.097881 0.009091
3072 0.102506 0.009428
3072 0.099087 0.009078
3072 0.100162 0.009269
3072 0.104194 0.009225
4096 0.206292 0.016423
4096 0.207106 0.016289
4096 0.211214 0.016371
4096 0.204834 0.016519
4096 0.203338 0.016333
4096 0.209464 0.016318
4096 0.223820 0.016284
4096 0.208967 0.016673
4096 0.224159 0.016676
4096 0.201004 0.016508
5120 0.338554 0.025620
5120 0.337491 0.025459
5120 0.350613 0.025140
5120 0.366042 0.025409
5120 0.368424 0.046212
5120 0.334494 0.024704
5120 0.370893 0.025438
5120 0.343864 0.025743
5120 0.333614 0.025498
5120 0.340790 0.026206
6144 0.609971 0.035757
6144 0.546326 0.036618
6144 0.525010 0.036933
6144 0.524235 0.036901
6144 0.562440 0.036326
6144 0.554767 0.036309
6144 0.549907 0.036199
6144 0.524931 0.040223
6144 0.542688 0.038152
6144 0.538557 0.038191
7168 0.709246 0.050212
7168 0.711029 0.049469
7168 0.703359 0.049375
7168 0.720440 0.053831
7168 0.779190 0.052779
7168 0.702850 0.049009
7168 0.768014 0.049961
7168 0.761655 0.055278
7168 0.710371 0.052611
7168 0.712936 0.049835
8192 1.025421 0.068973
8192 0.997163 0.064057
8192 1.038447 0.065047
8192 0.992943 0.067344
8192 1.070315 0.064420
8192 1.077602 0.073008
8192 1.047397 0.071409
8192 1.062076 0.070150
8192 1.066980 0.066803
8192 1.072197 0.069438
9216 1.301743 0.087439
9216 1.355501 0.092761
9216 1.430172 0.090822
9216 1.395719 0.092821
9216 1.295214 0.087969
9216 1.397046 0.092360
9216 1.404079 0.093205
9216 1.455322 0.087570
9216 1.343745 0.089085
9216 1.271099 0.080871
10240 1.714984 0.106140
10240 1.818308 0.139292
10240 1.764530 0.116719
10240 1.650474 0.103743
10240 1.780609 0.111798
10240 1.798332 0.113483
10240 1.767551 0.105137
10240 1.796298 0.108738
10240 1.739937 0.114178
10240 1.724087 0.109599
11264 2.211315 0.122221
11264 2.230557 0.153403
11264 2.229350 0.131476
11264 2.256446 0.135416
11264 2.200631 0.132418
11264 2.258767 0.134689
11264 2.229239 0.124281
11264 2.198753 0.135745
11264 2.261515 0.135614
11264 2.283854 0.129458
12288 2.754287 0.151977
12288 2.854164 0.157390
12288 2.805796 0.146838
12288 2.829926 0.155213
12288 2.703806 0.145576
12288 2.824566 0.166120
12288 2.893528 0.147561
12288 2.822753 0.161827
12288 2.696691 0.147027
12288 2.829539 0.155405
13312 3.075154 0.173774
13312 3.432629 0.215747
13312 3.119985 0.173347
13312 3.376379 0.185697
13312 3.345757 0.192982
13312 3.162821 0.190173
13312 3.207364 0.182772
13312 3.073284 0.168711
13312 3.323765 0.194245
13312 3.366800 0.192993
14336 3.688651 0.211504
14336 4.006815 0.224775
14336 4.099467 0.212751
14336 3.632459 0.206269
14336 3.540259 0.199154
14336 4.064178 0.226372
14336 3.567510 0.201741
14336 3.631905 0.220656
14336 3.519219 0.222526
14336 4.129716 0.225015
15360 4.214755 0.222275
15360 4.173077 0.234300
15360 4.465251 0.244325
15360 4.155472 0.239391
15360 4.380633 0.227279
15360 4.379032 0.243380
15360 4.307228 0.242760
15360 4.591174 0.255744
15360 4.282273 0.254992
15360 4.415420 0.260212
16384 6.959679 0.259441
16384 7.260798 0.292183
16384 6.884714 0.258687
16384 7.437797 0.262119
16384 7.146551 0.275460
16384 7.297942 0.304584
16384 7.270017 0.292550
16384 6.680838 0.254907
16384 7.131694 0.251977
16384 7.060133 0.293113
