128 0.002606 0.001766
128 0.002804 0.002040
128 0.002750 0.001706
128 0.002951 0.001947
128 0.002740 0.001905
128 0.002790 0.001786
128 0.002759 0.001856
128 0.002740 0.001911
128 0.002670 0.001762
128 0.002651 0.001820
384 0.088185 0.047875
384 0.088303 0.048032
384 0.088312 0.048082
384 0.094171 0.048118
384 0.088355 0.047957
384 0.089362 0.048194
384 0.092783 0.048326
384 0.092257 0.048830
384 0.090329 0.047855
384 0.088250 0.048633
640 0.651731 0.251362
640 0.478109 0.231396
640 0.474564 0.229530
640 0.465105 0.229163
640 0.485335 0.228734
640 0.626882 0.240454
640 0.506545 0.249018
640 0.543824 0.247244
640 0.482228 0.232774
640 0.471012 0.232616
896 1.903918 0.762138
896 1.598496 0.632553
896 1.571058 0.661418
896 1.721655 0.690803
896 1.766200 0.723205
896 1.753208 0.653403
896 1.611655 0.654190
896 1.597826 0.662092
896 1.684925 0.666545
896 1.703653 0.693997
1152 8.171463 1.370493
1152 8.081690 1.444100
1152 9.164729 1.598376
1152 10.045046 1.808531
1152 8.896562 1.625119
1152 9.588863 1.778605
1152 9.188039 1.695683
1152 8.818645 1.584346
1152 9.552996 1.936677
1152 10.758873 1.996651
1408 23.938087 2.942543
1408 24.975175 3.137855
1408 23.909249 3.229369
1408 29.304884 3.386029
1408 24.352709 3.093159
1408 26.497850 3.227250
1408 25.383724 3.385829
1408 24.090536 3.398840
1408 25.681507 3.352901
1408 24.868828 3.065498
1664 40.932251 5.628597
1664 45.163229 6.587142
1664 44.891502 6.476653
1664 46.188283 6.978270
1664 41.971331 5.433907
1664 41.555226 5.385939
1664 39.688078 5.559201
1664 41.410138 5.365867
1664 44.553788 5.648476
1664 45.740604 6.740187
1920 70.744020 8.767854
1920 75.927688 7.921272
1920 73.015362 8.718493
1920 70.912619 12.134695
1920 70.205289 9.306577
1920 68.768589 8.051223
1920 67.463273 9.044195
1920 66.408494 10.204346
1920 64.755267 7.799760
1920 65.146676 7.628666
2176 94.656810 11.110924
2176 83.145746 10.341835
2176 93.996244 10.993662
2176 81.138738 10.502507
2176 92.107023 10.854390
2176 86.407416 10.240930
2176 82.348469 9.710553
2176 81.396457 10.765500
2176 94.930722 10.752934
2176 92.594380 10.880475
